key,ra,dec,name,host,confirmed_real,confirmed_dwarf,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,table
ic_2574_gc-17,157.170833,68.445431,IC 2574-17,ic_2574,1,,0.004166666666666667,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,0.02,0.02,Tully2009AJ....138..323T,21.13,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.84,,,4.969029995663981,3926.449353995993,35.997904053187995,36.33098855840035,140.14804795218595,43.60327480503838,2839.927901308745,2706.631342345512,161.1236217833384,3930.970326161865,3699.15526659692,3794.7054766428237,2.812975784722605,,,,,,,,,,,,,4.758990912502392,,,4.758990912502392,,,20.118187539522683,gc_dwarf_hosted
ic_2574_gc-18,157.166667,68.430339,IC 2574-18,ic_2574,1,,0.0065,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,0.02,0.02,Tully2009AJ....138..323T,21.13,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.84,,,4.969029995663981,3926.449353995993,35.997904053187995,36.33098855840035,140.1644681079521,43.612695732032115,2839.4435300492632,2707.1831755229096,160.3877280923118,3930.9706983460364,3699.3252239027865,3794.7883115132795,2.1005431467569253,,,,,,,,,,,,,7.424025823503732,,,7.424025823503732,,,21.08381053129347,gc_dwarf_hosted
ic_2574_gc-19,157.108333,68.418358,IC 2574-19,ic_2574,1,,0.005,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,0.02,0.02,Tully2009AJ....138..323T,21.33,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.640000000000001,,,4.889029995663981,3926.449353995993,35.997904053187995,36.33098855840035,140.19697477279954,43.60564498222571,2839.6973038503666,2707.0145894353136,158.731737799558,3930.9733613437807,3699.339248263495,3794.7951468865003,0.41893754140946066,,,,,,,,,,,,,5.710789095002871,,,5.710789095002871,,,20.714093769760346,gc_dwarf_hosted
ic_2574_gc-20,157.220833,68.474169,IC 2574-20,ic_2574,1,,0.007333333333333333,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,0.02,0.02,Tully2009AJ....138..323T,21.43,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.539999999999999,,,4.849029995663981,3926.449353995993,35.997904053187995,36.33098855840035,140.10193046876648,43.5963818623076,2840.3632849744654,2706.041417020514,163.3425487563277,3930.967811000933,3698.923694374198,3794.5926147167843,5.123388641617235,,,,,,,,,,,,,8.37582400600421,,,8.37582400600421,,,21.64575087859121,gc_dwarf_hosted
ic_2574_gc-21,156.979167,68.390414,IC 2574-21,ic_2574,1,,0.006666666666666667,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,0.02,0.02,Tully2009AJ....138..323T,21.43,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.539999999999999,,,4.849029995663981,3926.449353995993,35.997904053187995,36.33098855840035,140.27033822962335,43.59087357993366,2840.212596921593,2706.690097240706,155.0021008971809,3930.9792819468385,3699.385940038549,3794.8179042198253,3.364337321938374,,,,,,,,,,,,,7.614385460003828,,,7.614385460003828,,,21.438787452800653,gc_dwarf_hosted
ic_2574_gc-22,156.958333,68.407764,IC 2574-22,ic_2574,1,,0.005166666666666667,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,0.02,0.02,Tully2009AJ....138..323T,21.93,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.039999999999999,,,4.649029995663981,3926.449353995993,35.997904053187995,36.33098855840035,140.26043200349613,43.57331355807077,2841.065979350817,2705.7742306092973,155.35264220986377,3930.979950597184,3699.1343066568675,3794.6952612001965,3.4421041469132243,,,,,,,,,,,,,5.901148731502967,,,5.901148731502967,,,21.38529596533329,gc_dwarf_hosted
ic_2574_gc-23,156.9875,68.408131,IC 2574-23,ic_2574,1,,0.005833333333333333,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,0.02,0.02,Tully2009AJ....138..323T,22.03,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.939999999999998,,,4.60902999566398,3926.449353995993,35.997904053187995,36.33098855840035,140.24978733087573,43.580788287480225,2840.7399248103266,2706.0830091421294,155.93574547371054,3930.9786915163845,3699.1943483896607,3794.724524404687,2.714182312866003,,,,,,,,,,,,,6.662587277503349,,,6.662587277503349,,,21.74882771791286,gc_dwarf_hosted
ikn-gc1,152.02975,68.39351389,IKN-GC1,ikn,1,,0.006068768966,0.0002658524169,0.0002658524169,,,,0.13,,,,Georgiev2009MNRAS.392..879G,27.87,0.02,0.02,Tully2009AJ....138..323T,21.22,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.77,1.3,1.14,Tudorica2015A&A...581A..84T,-1.833,0.423,0.235,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-6.650000000000002,0.06,0.06,4.893029995663983,3749.730022454834,34.37773148310589,34.69582471610147,141.90154694206262,42.21506924133158,2768.473250634699,2528.3430631171104,59.26598524323805,3754.469640885678,3514.4815050960906,3613.2311802607705,1.8206316241753056,,,-1.833,0.423,0.235,isochrone,,,,,,,6.6099306445401105,0.292936290435561,0.2952437139218933,6.165332863625327,0.2732327819298197,0.27538500327912185,20.8703958067134,gc_dwarf_hosted
ikn-gc2,152.0449583,68.40155556,IKN-GC2,ikn,1,,0.003254400276,0.0001191752214,0.0001191752214,,,,0.14,,,,Georgiev2009MNRAS.392..879G,27.87,0.02,0.02,Tully2009AJ....138..323T,20.72,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51,6.18,3.59,Tudorica2015A&A...581A..84T,-1.506,0.558,0.353,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-7.150000000000002,0.06,0.06,5.093029995663982,3749.730022454834,34.37773148310589,34.69582471610147,141.88833946045406,42.21449135469316,2768.549088506738,2528.245191724716,59.89521139863722,3754.468829521224,3514.427824066189,3613.205074987046,1.4071467273120326,,,-1.506,0.558,0.353,isochrone,,,,,,,3.545120018915668,0.13211043367370046,0.1346624787506192,3.2876090576168417,0.12251417611643856,0.12488084535910371,19.005014003504904,gc_dwarf_hosted
ikn-gc3,152.0219167,68.40938333,IKN-GC3,ikn,1,,0.01357680791,0.0007608879519,0.0007608879519,,,,0.13,,,,Georgiev2009MNRAS.392..879G,27.87,0.02,0.02,Tully2009AJ....138..323T,21.11,0.07,0.07,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21,5.99,4.66,Tudorica2015A&A...581A..84T,-1.321,0.442,0.263,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-6.760000000000002,0.07,0.07,4.937029995663982,3749.730022454834,34.37773148310589,34.69582471610147,141.88712275758417,42.20298594474891,2769.0580350920754,2527.688766389909,59.852651214444364,3754.469611805528,3514.28104666999,3613.1336976983653,0.7697862496695969,,,-1.321,0.442,0.263,isochrone,,,,,,,14.780817237793627,0.8272067885064853,0.8443463708983021,13.786628509133033,0.7715671271688258,0.7875538653468404,22.507903528846924,gc_dwarf_hosted
ikn-gc4,152.02,68.41491944,IKN-GC4,ikn,1,,0.001796795646,0.0001466771956,0.0001466771956,,,,0.18,,,,Georgiev2009MNRAS.392..879G,27.87,0.02,0.02,Tully2009AJ....138..323T,20.46,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19,7.24,4.5,Tudorica2015A&A...581A..84T,-1.401,0.554,0.337,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-7.41,0.06,0.06,5.197029995663982,3749.730022454834,34.37773148310589,34.69582471610147,141.88184054304847,42.19900674271342,2769.252581801854,2527.4704345967534,60.071471783111114,3754.4695675884245,3514.213162772816,3613.1006865487084,0.40752675195643245,,,-1.401,0.554,0.337,isochrone,,,,,,,1.9543836744978054,0.15819472528243428,0.16191255275552074,1.7697696880265823,0.1432514164254286,0.14661805239002312,17.400196924003794,gc_dwarf_hosted
ikn-gc5,152.023,68.41610833,IKN-GC5,ikn,1,,0.002649356845,0.0001191752214,0.0001191752214,,,,0.12,,,,Georgiev2009MNRAS.392..879G,27.87,0.02,0.02,Tully2009AJ....138..323T,19.4,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,-2.11,0.19,0.19,,,,,Larsen2014A&A...565A..98L,,,,,,,,,,,,,,,13.8,7.74,4.9,Tudorica2015A&A...581A..84T,-1.375,0.58,0.338,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-8.470000000000002,0.06,0.06,5.621029995663982,3749.730022454834,34.37773148310589,34.69582471610147,141.87965802998855,42.19913813194972,2769.2551456962838,2527.465103902506,60.177469944099435,3754.4694164539937,3514.2071045594316,3613.0977405262,0.3333315466143799,,,-2.11,0.19,0.19,spectroscopic,,,,,,,2.8854583340219895,0.1309379308165446,0.1325189543567622,2.7067998488421194,0.12283066685211796,0.12431379839805556,17.26289387983946,gc_dwarf_hosted
kdg_061-gc1,149.26166666666663,68.59305555555555,KDG 61-GC1,kdg_061,1,,0.0045000000000000005,,,,,,,,,,Sharina2005A&A...442...85S,27.82,0.02,0.02,Tully2009AJ....138..323T,20.23,0.07,0.07,Sharina2005A&A...442...85S,222.0,3.0,3.0,,,,,Makarova2010MNRAS.406.1152M,,,,,,,,-1.5,0.1,0.1,,,,,Makarova2010MNRAS.406.1152M,,,,,,,,,,,,,,,16.0,2.0,2.0,Makarova2010MNRAS.406.1152M,,,,,,,,,,,,,,,,,,-7.59,0.07,0.07,5.269029995663981,3664.375746478333,33.595198777315545,33.906051324325745,142.50064984999483,41.282498847763655,2742.6198089804,2430.0676807261143,21.383682034441023,3669.223743238958,3421.5869313771864,3523.757304414171,0.040338270229773404,,,-1.5,0.1,0.1,spectroscopic,331.79360021206764,361.29888305632426,,,,,4.796656635470394,,,4.796656635470394,,,19.385306316957266,gc_dwarf_hosted
kk_197-gc1,200.4991667,-42.53513889,KK 197-GC1,kk_197,1,,0.001736148495,0.0001468384299,0.0001468384299,,,,0.01,,,,Georgiev2009MNRAS.392..879G,27.92,0.02,0.02,Tully2009AJ....138..323T,22.25,0.07,0.07,Georgiev2009MNRAS.392..879G,636.4,16.0,16.0,,,,,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.670000000000002,0.07,0.07,4.501029995663982,3837.072454922792,35.17849171717944,35.5039942933804,308.915034786819,19.981320024604752,-3566.9043391832233,1361.5782300110739,-382.6528230694298,3832.283215197249,4607.923638979131,4222.227514695948,0.41217074185814395,,,,,,,467.08126340645117,388.93456537166776,,,,,1.9320451174694946,0.1615132004884483,0.16609121952680805,1.922360619805331,0.16070360541288875,0.16525867684289208,19.31978746814824,gc_dwarf_hosted
kk_197-gc2,200.5083333,-42.53558333,KK 197-GC2,kk_197,1,,0.002617179074,0.0001122882111,0.0001122882111,,,,0.11,,,,Georgiev2009MNRAS.392..879G,27.92,0.02,0.02,Tully2009AJ....138..323T,18.11,0.06,0.06,Georgiev2009MNRAS.392..879G,635.4,1.5,1.5,,,,,Fahrion2020A&A...634A..53F,,,,,,,,-1.84,0.05,0.05,,,,,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,6.5,1.0,1.0,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,,,,-9.810000000000002,0.06,0.06,6.157029995663983,3837.072454922792,35.17849171717944,35.5039942933804,308.9221050720409,19.980028255842168,-3566.998979722291,1361.4494468890489,-382.22860509495274,3832.282442068241,4607.9137964249785,4222.222144194059,0.04116291563025472,,,-1.84,0.05,0.05,spectroscopic,466.09874614876657,387.9545118439054,,,,,2.917190131748332,0.1266326188043463,0.1280842399660842,2.7520716661535483,0.11946497365031261,0.12083443031538454,15.958911857482352,gc_dwarf_hosted
kk_197-gc3,200.5104167,-42.53716667,KK 197-GC3,kk_197,1,,0.002271676886,0.0001468384299,0.0001468384299,,,,0.07,,,,Georgiev2009MNRAS.392..879G,27.92,0.02,0.02,Tully2009AJ....138..323T,20.68,0.06,0.06,Georgiev2009MNRAS.392..879G,642.6,3.8,3.8,,,,,Fahrion2020A&A...634A..53F,,,,,,,,-1.8,0.1,0.1,,,,,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,7.0,1.0,1.0,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,,,,-7.240000000000002,0.06,0.06,5.129029995663982,3837.072454922792,35.17849171717944,35.5039942933804,308.92351311693426,19.978264023672715,-3567.0519292384224,1361.3300856006758,-382.15959556461115,3832.2822421917504,4607.911311949713,4222.220788563538,0.17988012252584623,,,-1.8,0.1,0.1,spectroscopic,473.30039160393414,395.1567354893359,,,,,2.530266825058388,0.1627048402831237,0.166079591839134,2.440100959298955,0.1569068656813588,0.1601613582224859,18.267652140377233,gc_dwarf_hosted
kk_208-gc_1,204.1079167,-29.5914444,KK208 GC1,kk_208,1,,0.0016,,,,,,,,,,Muller2025arXiv250420765M,28.5,0.08,0.08,Tully2009AJ....138..323T,23.0,,,Muller2025arXiv250420765M,432.1,3.3,3.3,,,,,Muller2025arXiv250420765M,,,,,,,,-1.48,0.04,0.04,,,,,Muller2025arXiv250420765M,,,,,,,,,,,,,,,13.7,1.6,1.6,Muller2025arXiv250420765M,,,,,,,,,,,,,,,,,,-5.5,,,4.433029995663982,5011.872336272725,181.28431587499654,188.08762906242646,314.5040031197734,32.26725500238416,-4232.573560317005,2682.7486190500076,83.93580038626929,5007.062646400839,5762.1542338872905,5386.070701304831,3.5369021064533728,,,-1.48,0.04,0.04,spectroscopic,295.7879744946273,220.7113529429666,,,,,2.3326313055354535,,,2.3326313055354535,,,19.90984366136125,gc_dwarf_hosted
kk_211-gc-3-149,205.523,-45.205,KK 211-GC-3-149,kk_211,1,,0.005849999999999999,,,,,,0.2,,,,Sharina2005A&A...442...85S,27.83,0.08,0.08,Tully2009AJ....138..323T,19.95,0.07,0.07,Sharina2005A&A...442...85S,580.0,23.0,23.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,-1.4,0.3,0.3,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,6.0,2.0,2.0,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,-7.879999999999999,0.07,0.07,5.385029995663981,3681.289736425313,133.1558440895601,138.15297197514383,312.2145964237867,16.751804823163596,-3510.8040516852907,1089.4651814770632,-198.02689850024623,3676.069349258526,4444.680686400328,4062.3530272985554,0.0,,,-1.4,0.3,0.3,spectroscopic,416.36202516728565,339.7762219988241,,,,,6.264436095498353,,,5.603081980095072,,,19.432748045970868,gc_dwarf_hosted
kk_211-gc-3-917,205.533,-45.208,KK 211-GC-3-917,kk_211,1,,0.00605,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.83,0.08,0.08,Tully2009AJ....138..323T,20.91,0.07,0.07,Sharina2005A&A...442...85S,620.0,39.0,39.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.919999999999998,0.07,0.07,5.0010299956639805,3681.289736425313,133.1558440895601,138.15297197514383,312.221161069176,16.74743170363059,-3510.9209681363336,1089.1542814562895,-197.66393246212962,3676.0685681633663,4444.663747915254,4062.3437615457383,0.49200876442130614,,,,,,,456.3768006861494,379.79432820245927,,,,,6.478604850900006,,,6.146144216717875,,,20.593626894940417,gc_dwarf_hosted
kk_221-gc-2-1090,207.20583,-47.00389,KK 221-GC-2-1090,kk_221,1,,0.007516666666666667,,,,,,0.0,,,,Sharina2005A&A...442...85S,27.91,0.04,0.04,Tully2009AJ....138..323T,20.23,0.07,0.07,Sharina2005A&A...442...85S,478.0,29.0,29.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.68,0.07,0.07,5.305029995663982,3819.442708400464,69.71268594563026,71.00874154234089,312.99476642049046,14.743545899573238,-3682.922015896705,997.1332576696465,-173.07019970498743,3814.0913175364676,4578.772102394571,4198.310954789456,0.7329062800164582,,,,,,,314.7660398124881,238.84276204454966,,,,,8.35124853740219,,,8.35124853740219,,,20.499370205549912,gc_dwarf_hosted
kk_221-gc-2-608,207.22875,-47.0028,KK 221-GC-2-608,kk_221,1,,0.004316666666666667,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.91,0.04,0.04,Tully2009AJ....138..323T,19.96,0.07,0.07,Sharina2005A&A...442...85S,541.0,32.0,32.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.949999999999999,0.07,0.07,5.413029995663981,3819.442708400464,69.71268594563026,71.00874154234089,313.0107596331395,14.741040135992733,-3683.042911708785,996.8598871303507,-172.06940081142244,3814.089650132124,4578.73526914221,4198.290870456437,1.6568016993681185,,,,,,,377.8115742711525,301.8957080807812,,,,,4.795949825248707,,,4.549837497501729,,,18.91059259016711,gc_dwarf_hosted
kk_221-gc-2-883,207.22,-47.0053,KK 221-GC-2-883,kk_221,1,,0.007166666666666667,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.91,0.04,0.04,Tully2009AJ....138..323T,20.93,0.07,0.07,Sharina2005A&A...442...85S,546.0,46.0,46.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.98,0.07,0.07,5.0250299956639815,3819.442708400464,69.71268594563026,71.00874154234089,313.0041622841356,14.739968545387617,-3683.0286822388402,996.8380597913597,-172.4998872778915,3814.0902860395745,4578.747517620867,4198.29754926611,1.3341625613840062,,,,,,,382.79091573349467,306.8723906614663,,,,,7.962387740760402,,,7.553784262261558,,,20.981436047656977,gc_dwarf_hosted
kk_221-gc-2-966,207.20958,-47.0028,KK 221-GC-2-966,kk_221,1,,0.004916666666666666,,,,,,0.0,,,,Sharina2005A&A...442...85S,27.91,0.04,0.04,Tully2009AJ....138..323T,18.2,0.07,0.07,Sharina2005A&A...442...85S,509.0,25.0,25.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,-1.6,0.1,0.1,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,10.0,2.0,2.0,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,-9.71,0.07,0.07,6.117029995663982,3819.442708400464,69.71268594563026,71.00874154234089,312.9975981870435,14.744023945829852,-3682.927851628178,997.1437830682265,-172.8852750910233,3814.091044985145,4578.766875679935,4198.308104776802,0.8354288710409639,,,-1.6,0.1,0.1,spectroscopic,345.7749215478517,269.8527809798808,,,,,5.462568333777485,,,5.462568333777485,,,17.547597576052905,gc_dwarf_hosted
kk_221-gc-24n,207.18167,-46.98306,KK 221-GC-24n,kk_221,1,,0.004316666666666667,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.91,0.04,0.04,Tully2009AJ....138..323T,20.39,,,Sharina2005A&A...442...85S,512.0,31.0,31.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,-1.7,0.3,0.3,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,9.0,2.0,2.0,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,-7.52,,,5.241029995663982,3819.442708400464,69.71268594563026,71.00874154234089,312.98308171651314,14.767582827800386,-3682.4575579776856,998.7525864347498,-173.61511321416967,3814.093083415326,4578.830042357889,4198.342548256125,1.0667417952670433,,,-1.7,0.3,0.3,spectroscopic,348.75256561334606,272.8196751425445,,,,,4.795949825248707,,,4.549837497501729,,,19.34059259016711,gc_dwarf_hosted
kk_221-gc-27n,207.1625,-46.99694,KK 221-GC-27n,kk_221,1,,0.004316666666666667,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.91,0.04,0.04,Tully2009AJ....138..323T,22.25,,,Sharina2005A&A...442...85S,466.0,35.0,35.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.66,,,4.497029995663982,3819.442708400464,69.71268594563026,71.00874154234089,312.96664779985446,14.757042088222592,-3682.5548944955094,998.1950272686579,-174.7533671113324,3814.094474017712,4578.849468148056,4198.353140781765,1.4018629712661927,,,,,,,302.6941170915461,226.75610177671965,,,,,4.795949825248707,,,4.549837497501729,,,21.20059259016711,gc_dwarf_hosted
kk_221-gc-3-1062,207.20083,-46.9961,KK 221-GC-3-1062,kk_221,0,,0.007866666666666666,,,,,,0.3,,,,Sharina2005A&A...442...85S,27.91,0.04,0.04,Tully2009AJ....138..323T,21.9,0.08,0.08,Sharina2005A&A...442...85S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.010000000000002,0.08,0.08,4.637029995663982,3819.442708400464,69.71268594563026,71.00874154234089,312.9931697395434,14.751908193713021,-3682.77267028072,997.6791688197387,-173.10210250030485,3814.091683924053,4578.787137505908,4198.319153109147,0.3454638276250036,,,,,,,,,,,,,8.740109334043975,,,7.312500107331954,,,21.88094258936699,gc_dwarf_hosted
kkh_22-gc1,56.210375,72.06566667,KKH 22-GC1,kkh_22,1,,,,,,,,,,,,,27.47,0.13,0.13,Karachentsev2020A&A...638A.111K,20.36,0.03,0.03,Karachentsev2020A&A...638A.111K,36.0,10.0,10.0,,,,,Karachentsev2020A&A...638A.111K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.109999999999999,0.03,0.03,5.077029995663981,3118.8895840939354,181.23993213240465,192.42163073197253,135.49102808222045,13.564959876347427,3030.256790821775,716.1391825857196,179.33401967727252,3124.52561974895,2550.7774179392954,2822.4858926553106,0.43190081323812796,,,,,,,196.249865778588,256.79115909102933,,,,,,,,,,,,gc_dwarf_hosted
kks_03-gc1,36.185,-73.51416667,KKs 3-GC1,kks_03,1,,0.007783577594,0.0003243157331,0.0003243157331,,,,,,,,Karachentsev2015MNRAS.447L..85K,26.63,0.07,0.07,Karachentsev2015MNRAS.447L..85K,18.3,0.03,0.03,Karachentsev2015MNRAS.447L..85K,316.0,7.0,7.0,,,,,Sharina2017MNRAS.471.1955S,,,,,,,,-1.55,0.2,0.2,,,,,Sharina2017MNRAS.471.1955S,0.003666666667,0.0001666666667,0.0001666666667,0.13,0.07833333333,0.07833333333,Sharina2017MNRAS.471.1955S,,,,,,,,12.6,1.5,1.5,Sharina2017MNRAS.471.1955S,,,,,,,,,,,,,,,,,,-8.329999999999998,0.03,0.03,5.565029995663981,2118.3611352485,67.1989564229375,69.40048870105193,294.23519700972366,-42.00195096425964,-1447.6083581522792,-1340.8141478309167,-770.7797102385529,2115.8977424100813,2556.7118387960795,2315.472447948302,0.00012311801397309828,,,-1.55,0.2,0.2,spectroscopic,148.30321542568905,112.40123216397043,,,,,4.786381064481166,0.2445718698158892,0.2590582341241561,4.786381064481166,0.2445718698158892,0.2590582341241561,18.64064952061416,gc_dwarf_hosted
kks_55-gc1,200.5517083,-42.75326667,KKs 55-GC1,kks_55,1,,0.003935085771,0.000157054421,0.000157054421,,,,0.11,,,,Georgiev2009MNRAS.392..879G,27.93,0.04,0.04,Tully2009AJ....138..323T,20.62,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.309999999999999,0.06,0.06,5.157029995663981,3854.783576657721,70.3577294867855,71.66577733827216,308.9265217776596,19.76005840477805,-3588.4800870732615,1353.9508860781154,-385.98456657881286,3849.9864121484234,4625.533740453091,4239.884567556256,1.5092865648943956,,,,,,,,,,,,,4.404711257800672,0.18953737602973408,0.1961823900320212,4.1553962898248855,0.17880920292840408,0.1850780966003862,19.353675400452218,gc_dwarf_hosted
kks_55-gc2,200.5577875,-42.73473333,KKs 55-GC2,kks_55,1,,,,,,,,,,,,,27.93,0.04,0.04,Tully2009AJ....138..323T,22.8,0.1,0.1,Muller2021A&A...645A..92M,531.4,15.4,15.4,,,,,Muller2021A&A...645A..92M,,,,,,,,-1.5,0.07,0.34,,,,,Muller2021A&A...645A..92M,,,,,,,,,,,,,,,12.9,2.5,1.4,Muller2021A&A...645A..92M,,,,,,,,,,,,,,,,,,-5.129999999999999,0.1,0.1,4.285029995663981,3854.783576657721,70.3577294867855,71.66577733827216,308.933721695627,19.777877162785206,-3588.145908756874,1355.0160097734145,-385.35305059011597,3849.9862015605527,4625.531063415316,4239.883107371488,0.400424067530826,,,-1.5,0.07,0.34,spectroscopic,361.8847761049276,283.7566799036134,,,,,,,,,,,,gc_dwarf_hosted
