# %ECSV 1.0
# ---
# datatype:
# - name: Target
#   datatype: string
#   description: Target identification; Galaxy-ID number
#   meta: !!omap
#   - {ucd: ID_MAIN}
#   - {_votable_string_dtype: char}
# - name: Field
#   datatype: string
#   description: Field and spectrograph channel (B=blue, R=red)
#   meta: !!omap
#   - {ucd: ID_FIELD}
#   - {_votable_string_dtype: char}
# - name: HJD
#   unit: d
#   datatype: float64
#   format: '{:8.3f}'
#   description: Heliocentric Julian Date minus 2450000 of obs.
#   meta: !!omap
#   - {ucd: TIME_DATE}
#   - {width: 8}
#   - {precision: '3'}
# - name: HV
#   unit: km / s
#   datatype: float32
#   format: '{:6.1f}'
#   description: Heliocentric rest frame velocity
#   meta: !!omap
#   - {ucd: VELOC_HC}
#   - {width: 6}
#   - {precision: '1'}
# - name: e_HV
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: Uncertainty in HV
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Fe spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigFe ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Mg spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigMg ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: Mmb
#   datatype: float32
#   format: '{:6.3f}'
#   description: '? Probability membership'
#   meta: !!omap
#   - {ucd: CODE_MEMB}
#   - {width: 6}
#   - {precision: '3'}
#   - values: {'null': .nan}
# meta: !!omap
# - {ID: J_AJ_137_3100_tables}
# - {name: J/AJ/137/3100/tables}
# - {description: Combined table from original tables}
# schema: astropy-2.0
Target Field HJD HV e_HV SigFe e_SigFe SigMg e_SigMg Mmb
Scl-0028 1B 4017.555 107.0 2.5 0.37 0.11 0.54 0.19 ""
Scl-0029 20B 3286.629 114.6 1.5 0.3 0.03 0.46 0.05 1.0
Scl-0029 1B 4017.555 113.5 1.9 0.39 0.06 0.52 0.11 ""
Scl-0030 20B 3286.629 108.9 3.0 0.33 0.02 0.49 0.04 1.0
Scl-0030 4B 3288.571 116.0 2.6 "" "" 0.97 0.69 ""
Scl-0030 1R 4017.555 122.4 7.5 0.25 0.12 0.46 0.2 ""
Scl-0031 20B 3286.629 110.1 0.8 0.43 0.02 0.43 0.04 1.0
Scl-0032 20B 3286.629 91.6 0.7 0.35 0.01 0.39 0.02 0.999
Scl-0032 4R 3288.571 84.8 9.9 0.41 0.04 0.38 0.11 ""
Scl-0033 20B 3286.629 110.3 2.0 0.28 0.02 0.32 0.04 1.0
Scl-0033 4B 3288.571 108.3 1.7 "" "" 0.73 0.05 ""
Scl-0034 20B 3286.629 103.5 2.9 0.31 0.02 0.31 0.05 1.0
Scl-0035 20B 3286.629 121.0 1.9 0.33 0.02 0.28 0.04 1.0
Scl-0036 20B 3286.629 106.6 2.2 0.35 0.02 0.42 0.04 1.0
Scl-0037 20B 3286.629 127.0 0.7 0.32 0.01 0.4 0.03 1.0
Scl-0037 1R 4017.555 126.4 2.6 0.29 0.03 0.26 0.09 ""
Scl-0038 20B 3286.629 111.7 2.9 0.31 0.02 0.26 0.05 1.0
Scl-0038 1R 4017.555 110.9 2.1 0.25 0.07 0.43 0.12 ""
Scl-0039 20B 3286.629 109.6 3.3 0.32 0.03 0.55 0.05 0.998
Scl-0040 20B 3286.629 117.6 3.6 0.26 0.04 0.42 0.06 1.0
Scl-0040 1R 4017.555 103.5 5.6 0.48 0.08 0.52 0.17 ""
Scl-0041 20B 3286.629 105.7 2.5 0.43 0.02 0.2 0.07 1.0
Scl-0041 1B 4017.555 106.6 1.1 0.47 0.05 0.47 0.11 ""
Scl-0042 20B 3286.629 101.8 1.2 0.35 0.02 0.27 0.04 1.0
Scl-0042 1B 4017.555 104.0 0.9 0.37 0.03 0.04 0.08 ""
Scl-0043 20B 3286.629 111.2 3.7 0.22 0.03 0.35 0.05 1.0
Scl-0043 1B 4017.555 112.5 1.2 0.32 0.04 0.42 0.08 ""
Scl-0044 20B 3286.629 103.0 3.7 0.29 0.03 0.37 0.05 1.0
Scl-0045 20B 3286.629 109.0 1.0 0.31 0.02 0.45 0.03 1.0
Scl-0045 1R 4017.555 107.4 4.3 0.26 0.08 0.42 0.14 ""
Scl-0046 20B 3286.629 124.1 0.8 0.39 0.01 0.36 0.03 1.0
Scl-0046 1R 4017.555 124.8 1.5 0.33 0.03 0.27 0.09 ""
Scl-0047 20B 3286.629 111.7 0.9 0.29 0.01 0.35 0.02 1.0
Scl-0047 1B 4017.555 109.9 0.8 0.34 0.02 0.19 0.05 ""
Scl-0048 20B 3286.629 105.9 2.2 0.34 0.02 0.26 0.05 1.0
Scl-0048 4B 3288.571 105.7 1.4 0.3 0.03 0.31 0.06 ""
Scl-0049 20B 3286.629 104.3 4.7 0.24 0.02 0.26 0.05 1.0
Scl-0049 4B 3288.571 106.7 3.9 "" "" "" "" ""
Scl-0050 20B 3286.629 123.5 1.3 0.31 0.01 0.32 0.03 1.0
Scl-0051 20B 3286.629 80.2 4.3 0.37 0.02 0.3 0.05 0.007
Scl-0051 4B 3288.571 84.0 3.2 0.47 0.06 1.3 0.06 ""
Scl-0052 20B 3286.629 109.1 0.5 0.42 0.01 0.38 0.02 1.0
Scl-0053 20B 3286.629 136.1 1.2 0.31 0.02 0.3 0.03 0.998
Scl-0054 20B 3286.629 109.1 0.5 0.38 0.01 0.47 0.02 1.0
Scl-0055 20B 3286.629 110.5 1.1 0.36 0.02 0.41 0.04 1.0
Scl-0056 20B 3286.629 111.8 2.0 0.29 0.02 0.3 0.04 1.0
Scl-0057 20B 3286.629 107.9 2.1 0.3 0.02 0.26 0.03 1.0
Scl-0058 20B 3286.629 115.9 0.5 0.43 0.01 0.36 0.03 1.0
Scl-0059 20B 3286.629 107.4 1.7 0.32 0.02 0.38 0.04 1.0
Scl-0060 20B 3286.629 120.2 0.6 0.37 0.01 0.39 0.02 1.0
Scl-0061 20B 3286.629 84.2 0.7 0.36 0.01 0.37 0.02 0.98
Scl-0062 20B 3286.629 -11.4 2.0 0.35 0.02 0.84 0.03 0.0
Scl-0063 20B 3286.629 101.7 3.4 0.33 0.02 0.35 0.05 1.0
Scl-0064 20B 3286.629 114.2 1.8 0.26 0.02 0.41 0.03 1.0
Scl-0065 20B 3286.629 108.5 1.2 0.3 0.02 0.33 0.03 1.0
Scl-0066 20B 3286.629 104.2 0.6 0.41 0.01 0.45 0.03 1.0
Scl-0067 20B 3286.629 107.6 0.9 0.36 0.02 0.54 0.03 0.998
Scl-0068 20B 3286.629 109.5 1.4 0.31 0.02 0.31 0.03 1.0
Scl-0069 20B 3286.629 111.5 0.6 0.37 0.01 0.35 0.03 1.0
Scl-0070 20B 3286.629 120.9 3.1 0.3 0.03 0.27 0.05 1.0
Scl-0071 20B 3286.629 111.0 2.0 0.31 0.02 0.46 0.04 1.0
Scl-0072 20B 3286.629 104.8 2.1 0.37 0.02 0.36 0.04 1.0
Scl-0072 1B 4017.555 106.0 2.2 "" "" "" "" ""
Scl-0073 20B 3286.629 123.8 2.2 0.31 0.02 0.38 0.03 1.0
Scl-0073 1B 4017.555 120.1 1.4 0.39 0.05 0.09 0.17 ""
Scl-0074 20B 3286.629 109.2 1.0 0.31 0.01 0.33 0.03 1.0
Scl-0075 20B 3286.629 98.2 0.9 0.31 0.01 0.39 0.03 0.999
Scl-0076 20B 3286.629 96.2 3.5 0.36 0.02 0.36 0.06 0.999
Scl-0076 58B 3665.559 97.0 5.8 0.47 0.06 0.27 0.12 ""
Scl-0077 20B 3286.629 108.1 2.5 0.29 0.02 0.36 0.03 1.0
Scl-0078 20B 3286.629 116.5 3.1 0.35 0.02 0.36 0.05 1.0
Scl-0079 20B 3286.629 112.4 1.3 0.3 0.01 0.35 0.02 1.0
Scl-0080 20B 3286.629 101.9 2.6 0.34 0.02 0.29 0.04 1.0
Scl-0081 20B 3286.629 134.6 0.7 0.37 0.01 0.42 0.02 0.997
Scl-0082 20B 3286.629 123.8 2.8 0.29 0.03 0.24 0.06 1.0
Scl-0083 20B 3286.629 113.3 1.1 0.31 0.02 0.35 0.03 1.0
Scl-0084 20B 3286.629 117.4 3.1 0.3 0.03 0.12 0.04 0.998
Scl-0085 20B 3286.629 106.9 5.8 "" "" "" "" 0.997
Scl-0086 20B 3286.629 134.1 1.5 0.34 0.02 0.52 0.05 0.993
Scl-0087 20B 3286.629 112.1 4.3 "" "" "" "" 0.997
Scl-0088 20B 3286.629 -62.0 2.4 0.37 0.02 1.14 0.02 0.0
Scl-0089 20B 3286.629 114.3 1.3 0.37 0.02 0.57 0.04 0.997
Scl-0090 20B 3286.629 111.1 1.8 "" "" "" "" 0.998
Scl-0091 20B 3286.629 103.7 1.7 0.35 0.01 0.42 0.04 1.0
Scl-0092 20B 3286.629 107.4 1.3 0.44 0.02 0.59 0.11 0.998
Scl-0093 20B 3286.629 109.4 3.0 "" "" "" "" 0.998
Scl-0094 20R 3286.629 32.7 4.8 0.27 0.04 0.73 0.1 0.0
Scl-0094 1B 4017.555 40.5 3.0 0.37 0.04 0.84 0.07 ""
Scl-0095 20R 3286.629 108.1 2.2 0.35 0.02 0.33 0.08 1.0
Scl-0095 1B 4017.555 109.2 0.4 0.41 0.01 0.34 0.03 ""
Scl-0096 20R 3286.629 114.5 7.3 0.36 0.05 0.44 0.11 1.0
Scl-0096 5R 3289.593 110.9 4.0 0.36 0.03 0.43 0.09 ""
Scl-0096 1B 4017.555 113.4 0.4 0.46 0.01 0.48 0.03 ""
Scl-0097 20R 3286.629 109.8 2.5 0.36 0.02 0.41 0.08 0.997
Scl-0097 1B 4017.555 110.8 0.4 0.47 0.01 0.03 0.04 ""
Scl-0098 20R 3286.629 106.2 3.4 0.38 0.02 0.35 0.08 1.0
Scl-0098 4R 3288.571 108.6 5.7 0.31 0.03 0.32 0.09 ""
Scl-0098 1R 4017.555 105.1 1.0 0.36 0.02 0.38 0.08 ""
Scl-0099 20R 3286.629 123.9 2.6 0.34 0.02 0.4 0.08 1.0
Scl-0100 20R 3286.629 105.2 7.8 0.27 0.03 0.4 0.09 1.0
Scl-0100 4R 3288.571 107.2 3.2 0.33 0.02 0.4 0.08 ""
Scl-0101 20R 3286.629 97.9 4.8 0.42 0.03 0.5 0.09 1.0
Scl-0101 5R 3289.593 101.0 4.0 0.34 0.03 0.37 0.09 ""
Scl-0101 1R 4017.555 101.3 1.0 0.37 0.02 0.45 0.08 ""
Scl-0102 20R 3286.629 108.9 4.9 0.47 0.04 0.49 0.1 1.0
Scl-0102 5R 3289.593 106.0 3.6 0.33 0.03 0.33 0.09 ""
Scl-0103 20R 3286.629 113.5 12.0 0.36 0.04 0.25 0.11 1.0
Scl-0103 4R 3288.571 110.9 3.9 0.35 0.04 0.29 0.11 ""
Scl-0104 20R 3286.629 98.1 3.6 0.33 0.02 0.41 0.08 1.0
Scl-0104 4R 3288.571 102.6 4.8 0.36 0.03 0.18 0.1 ""
Scl-0104 1R 4017.555 100.7 1.1 0.4 0.03 0.42 0.09 ""
Scl-0105 20R 3286.629 113.0 2.4 0.39 0.03 0.44 0.09 0.999
Scl-0105 4R 3288.571 117.8 4.0 0.38 0.05 0.7 0.1 ""
Scl-0105 1R 4017.555 112.9 0.9 0.45 0.02 0.51 0.08 ""
Scl-0106 20R 3286.629 109.9 3.4 0.34 0.03 0.45 0.09 1.0
Scl-0106 4R 3288.571 110.1 2.7 0.33 0.03 0.44 0.09 ""
Scl-0107 20R 3286.629 118.1 1.5 0.41 0.02 0.42 0.08 1.0
Scl-0107 1R 4017.555 115.0 1.0 0.37 0.03 0.3 0.09 ""
Scl-0108 20R 3286.629 98.6 2.2 0.38 0.02 0.36 0.08 0.999
Scl-0109 20R 3286.629 100.9 5.8 0.32 0.03 0.27 0.09 1.0
Scl-0110 20R 3286.629 113.1 9.4 0.42 0.03 0.21 0.09 1.0
Scl-0111 20R 3286.629 106.6 3.1 0.45 0.02 0.41 0.08 1.0
Scl-0112 3B 3287.552 124.2 4.1 0.33 0.04 0.37 0.09 1.0
Scl-0113 3B 3287.552 92.7 1.7 0.28 0.03 0.23 0.06 0.998
Scl-0114 3B 3287.552 96.1 0.9 0.31 0.02 0.37 0.05 0.999
Scl-0114 31B 3287.694 92.2 5.5 "" "" "" "" ""
Scl-0115 3B 3287.552 92.8 1.3 0.32 0.04 0.76 0.05 0.016
Scl-0116 3B 3287.552 107.4 1.4 0.44 0.03 0.23 0.09 1.0
Scl-0117 3B 3287.552 120.7 1.2 0.41 0.03 0.42 0.06 1.0
Scl-0118 3B 3287.552 118.5 2.1 "" "" 1.07 0.07 0.0
Scl-0119 3B 3287.552 110.0 1.8 "" "" 0.31 0.11 1.0
Scl-0120 3B 3287.552 105.0 1.7 "" "" 0.4 0.16 1.0
Scl-0121 3B 3287.552 111.7 4.7 0.03 0.16 0.09 0.19 1.0
Scl-0122 3B 3287.552 104.0 5.9 "" "" 0.33 0.2 1.0
Scl-0123 3B 3287.552 106.9 5.1 "" "" "" "" 0.999
Scl-0124 3B 3287.552 108.7 2.4 0.31 0.02 0.34 0.06 1.0
Scl-0125 3B 3287.552 107.8 2.4 0.33 0.03 0.24 0.08 1.0
Scl-0125 31B 3287.694 113.3 2.8 0.39 0.04 0.4 0.09 ""
Scl-0126 3B 3287.552 106.7 1.9 0.25 0.03 0.33 0.06 1.0
Scl-0127 3B 3287.552 113.9 2.7 0.38 0.03 0.32 0.07 1.0
Scl-0128 3B 3287.552 107.8 2.2 0.32 0.02 0.39 0.05 1.0
Scl-0129 3B 3287.552 100.2 2.2 0.35 0.02 0.22 0.06 1.0
Scl-0130 3B 3287.552 114.4 1.6 0.31 0.02 0.26 0.06 1.0
Scl-0130 31B 3287.694 115.1 1.6 0.26 0.03 0.31 0.06 ""
Scl-0131 3B 3287.552 90.8 3.6 0.23 0.03 0.42 0.06 0.998
Scl-0132 3B 3287.552 121.8 2.6 0.34 0.03 0.32 0.07 1.0
Scl-0132 31B 3287.694 117.6 2.7 0.36 0.04 0.36 0.08 ""
Scl-0133 3B 3287.552 123.0 5.4 0.27 0.03 0.14 0.07 1.0
Scl-0133 31B 3287.694 125.1 2.4 0.39 0.04 0.54 0.08 ""
Scl-0134 3B 3287.552 117.7 1.0 0.35 0.02 0.41 0.05 1.0
Scl-0134 31B 3287.694 110.4 2.8 0.33 0.06 0.41 0.11 ""
Scl-0135 3B 3287.552 106.3 0.9 0.34 0.02 0.39 0.04 1.0
Scl-0136 3B 3287.552 138.1 2.8 0.34 0.03 0.23 0.07 0.998
Scl-0137 3B 3287.552 109.1 1.0 0.34 0.02 0.4 0.05 1.0
Scl-0137 31B 3287.694 112.8 1.2 0.34 0.03 0.38 0.06 ""
Scl-0138 3B 3287.552 105.8 3.6 0.31 0.02 0.4 0.05 1.0
Scl-0139 3B 3287.552 115.7 3.4 0.27 0.03 0.42 0.07 1.0
Scl-0140 3B 3287.552 105.1 2.2 0.3 0.03 0.27 0.07 1.0
Scl-0141 3B 3287.552 97.3 3.8 0.34 0.04 0.23 0.11 0.999
Scl-0142 3B 3287.552 99.6 0.8 0.34 0.02 0.28 0.04 1.0
Scl-0143 3B 3287.552 106.3 2.7 0.34 0.03 0.13 0.1 1.0
Scl-0144 3B 3287.552 124.4 2.3 0.29 0.03 0.28 0.09 1.0
Scl-0145 3B 3287.552 108.7 4.0 0.41 0.03 0.18 0.08 1.0
Scl-0146 3B 3287.552 108.3 0.8 0.4 0.02 0.41 0.05 1.0
Scl-0147 3B 3287.552 108.2 1.0 0.32 0.02 0.38 0.05 1.0
Scl-0148 3B 3287.552 106.9 1.6 0.37 0.03 0.29 0.07 1.0
Scl-0149 3B 3287.552 110.5 2.7 0.29 0.03 0.27 0.07 1.0
Scl-0150 3B 3287.552 116.3 0.6 0.39 0.02 0.34 0.05 1.0
Scl-0151 3B 3287.552 106.1 1.0 0.41 0.02 0.53 0.05 0.999
Scl-0152 3B 3287.552 109.6 0.8 0.41 0.02 0.32 0.05 1.0
Scl-0153 3B 3287.552 121.0 2.6 0.36 0.02 0.46 0.06 1.0
Scl-0154 3B 3287.552 120.7 0.8 0.33 0.02 0.37 0.04 1.0
Scl-0155 3B 3287.552 124.0 2.6 0.39 0.04 0.3 0.13 1.0
Scl-0156 3B 3287.552 114.2 2.0 0.33 0.03 0.39 0.07 1.0
Scl-0157 3B 3287.552 111.8 2.1 0.36 0.03 0.41 0.06 1.0
Scl-0158 3B 3287.552 118.5 2.5 0.33 0.03 0.4 0.06 1.0
Scl-0159 3B 3287.552 107.2 2.4 0.28 0.02 0.32 0.05 1.0
Scl-0160 3B 3287.552 115.7 3.7 0.28 0.03 0.19 0.08 1.0
Scl-0161 3B 3287.552 106.5 2.0 0.33 0.02 0.23 0.05 1.0
Scl-0162 3B 3287.552 105.5 2.5 0.35 0.03 0.18 0.07 1.0
Scl-0163 3B 3287.552 106.2 4.2 0.3 0.04 0.26 0.08 1.0
Scl-0164 3B 3287.552 112.9 2.0 0.27 0.06 0.31 0.11 1.0
Scl-0165 3B 3287.552 98.5 3.4 0.3 0.03 0.22 0.06 1.0
Scl-0166 3B 3287.552 103.5 1.1 0.43 0.03 0.36 0.06 1.0
Scl-0167 3B 3287.552 108.5 2.9 0.4 0.03 0.35 0.08 1.0
Scl-0168 3B 3287.552 126.8 1.7 0.38 0.03 0.41 0.07 1.0
Scl-0169 3B 3287.552 115.1 2.6 0.45 0.03 0.44 0.07 1.0
Scl-0170 3B 3287.552 116.8 1.3 0.41 0.03 0.32 0.06 1.0
Scl-0171 3B 3287.552 98.6 1.3 0.39 0.02 0.34 0.06 1.0
Scl-0172 3B 3287.552 112.4 2.9 0.34 0.03 0.41 0.07 1.0
Scl-0173 3B 3287.552 100.0 3.1 0.39 0.03 0.22 0.08 1.0
Scl-0174 3B 3287.552 105.0 1.6 0.37 0.03 0.45 0.07 1.0
Scl-0175 3B 3287.552 115.1 3.5 0.36 0.03 0.17 0.07 1.0
Scl-0176 3B 3287.552 108.9 1.6 0.4 0.03 0.31 0.07 1.0
Scl-0177 3B 3287.552 102.8 3.0 0.36 0.03 0.17 0.07 1.0
Scl-0177 1B 4017.555 103.8 1.0 0.47 0.04 0.44 0.1 ""
Scl-0178 3B 3287.552 92.7 5.6 0.32 0.03 0.13 0.09 1.0
Scl-0178 1B 4017.555 100.1 1.1 0.32 0.05 0.45 0.1 ""
Scl-0179 3B 3287.552 107.7 1.7 0.37 0.03 0.41 0.06 1.0
Scl-0180 3B 3287.552 123.8 1.2 0.26 0.02 0.36 0.05 1.0
Scl-0181 3B 3287.552 99.0 3.5 0.32 0.03 0.37 0.06 1.0
Scl-0181 15B 3289.712 96.0 2.0 0.34 0.03 0.39 0.06 ""
Scl-0182 3B 3287.552 118.8 2.9 0.34 0.03 0.29 0.07 1.0
Scl-0182 15B 3289.712 120.4 0.8 0.4 0.03 0.62 0.06 ""
Scl-0183 3B 3287.552 113.5 2.0 0.29 0.03 0.31 0.06 1.0
Scl-0184 3B 3287.552 105.3 0.6 0.4 0.02 0.41 0.04 1.0
Scl-0185 3B 3287.552 118.2 3.6 0.29 0.03 0.32 0.06 1.0
Scl-0186 3B 3287.552 117.3 4.3 0.27 0.03 0.19 0.07 1.0
Scl-0187 3B 3287.552 115.6 2.2 0.33 0.03 0.19 0.07 1.0
Scl-0188 3B 3287.552 116.1 2.0 0.31 0.03 0.33 0.06 1.0
Scl-0189 3B 3287.552 93.2 1.4 0.43 0.03 0.49 0.06 0.996
Scl-0190 3B 3287.552 102.1 3.4 0.42 0.03 0.16 0.09 1.0
Scl-0191 3B 3287.552 99.2 2.1 0.3 0.03 0.44 0.07 0.999
Scl-0192 3B 3287.552 113.9 1.0 0.4 0.02 0.34 0.06 1.0
Scl-0193 3B 3287.552 92.7 3.6 0.29 0.03 0.18 0.07 0.998
Scl-0194 3B 3287.552 108.4 3.6 0.28 0.04 0.27 0.09 1.0
Scl-0195 3B 3287.552 122.8 4.2 0.34 0.03 0.38 0.07 1.0
Scl-0196 3B 3287.552 107.0 2.1 0.25 0.03 0.36 0.06 1.0
Scl-0197 3B 3287.552 107.8 2.5 0.32 0.03 0.29 0.07 1.0
Scl-0198 3B 3287.552 111.8 1.0 0.34 0.02 0.29 0.05 1.0
Scl-0198 4R 3288.571 113.0 5.8 0.45 0.03 0.38 0.11 ""
Scl-0199 3B 3287.552 101.8 5.6 0.35 0.03 0.28 0.07 1.0
Scl-0199 4B 3288.571 104.6 0.8 0.36 0.02 0.4 0.04 ""
Scl-0200 3B 3287.552 114.4 4.2 0.28 0.03 0.35 0.06 1.0
Scl-0201 3B 3287.552 105.7 4.1 "" "" 1.18 0.05 0.0
Scl-0202 3B 3287.552 98.7 3.3 "" "" "" "" 0.996
Scl-0203 3B 3287.552 121.3 4.3 "" "" "" "" 0.999
Scl-0204 3B 3287.552 109.1 1.5 "" "" 0.95 0.11 0.337
Scl-0205 3B 3287.552 120.8 4.5 "" "" "" "" 0.999
Scl-0206 3B 3287.552 118.1 2.8 "" "" "" "" 0.999
Scl-0207 3B 3287.552 109.0 5.0 "" "" "" "" 0.999
Scl-0208 3B 3287.552 106.3 2.8 "" "" "" "" 0.999
Scl-0209 3B 3287.552 107.1 3.2 0.45 0.04 1.32 0.04 0.0
Scl-0210 3B 3287.552 115.4 2.3 "" "" "" "" 0.999
Scl-0211 3B 3287.552 110.2 5.0 "" "" "" "" 0.999
Scl-0212 3B 3287.552 97.7 1.5 0.39 0.02 0.25 0.1 1.0
Scl-0213 3B 3287.552 95.5 4.0 "" "" "" "" 0.994
Scl-0214 3B 3287.552 97.6 2.1 0.35 0.02 0.44 0.09 1.0
Scl-0214 1B 4017.555 104.5 2.0 0.42 0.06 0.4 0.16 ""
Scl-0215 3R 3287.552 119.7 3.5 0.28 0.03 0.25 0.08 1.0
Scl-0215 31B 3287.694 122.1 1.1 0.33 0.03 0.41 0.06 ""
Scl-0216 3R 3287.552 111.9 1.4 0.37 0.02 0.42 0.08 1.0
Scl-0216 31B 3287.694 112.5 0.4 0.44 0.01 0.49 0.03 ""
Scl-0217 3R 3287.552 106.6 3.0 0.34 0.02 0.49 0.08 1.0
Scl-0217 31B 3287.694 107.6 0.7 0.4 0.02 0.41 0.06 ""
Scl-0218 3R 3287.552 101.3 2.4 0.36 0.02 0.33 0.08 0.999
Scl-0218 31B 3287.694 97.2 1.0 0.37 0.03 0.35 0.06 ""
Scl-0219 3R 3287.552 120.6 9.4 0.3 0.06 0.44 0.12 1.0
Scl-0219 15B 3289.712 113.6 0.6 0.38 0.02 0.39 0.06 ""
Scl-0220 3R 3287.552 114.8 3.4 0.38 0.03 0.45 0.09 0.999
Scl-0220 1B 4017.555 114.6 0.6 0.52 0.02 0.6 0.05 ""
Scl-0221 3R 3287.552 112.0 1.5 0.44 0.02 0.44 0.09 0.005
Scl-0221 1B 4017.555 114.0 0.5 0.59 0.01 0.82 0.03 ""
Scl-0222 3R 3287.552 114.7 9.6 0.31 0.04 0.44 0.1 1.0
Scl-0223 3R 3287.552 107.0 4.8 0.33 0.02 0.36 0.08 1.0
Scl-0224 3R 3287.552 116.0 3.7 0.33 0.02 0.35 0.08 1.0
Scl-0225 3R 3287.552 123.3 9.9 0.19 0.05 0.2 0.1 1.0
Scl-0226 3R 3287.552 91.3 6.2 0.34 0.04 0.32 0.1 0.999
Scl-0227 3R 3287.552 107.0 5.2 0.24 0.05 0.61 0.1 0.998
Scl-0228 3R 3287.552 -197.4 10.0 0.44 0.04 0.4 0.11 0.0
Scl-0229 3R 3287.552 100.4 10.9 0.35 0.05 0.5 0.1 0.999
Scl-0230 3R 3287.552 103.6 1.2 0.43 0.02 0.33 0.08 1.0
Scl-0231 3R 3287.552 113.4 5.7 0.23 0.07 0.49 0.11 0.999
Scl-0232 3R 3287.552 130.4 5.4 0.33 0.04 0.38 0.1 1.0
Scl-0233 3R 3287.552 117.2 1.3 0.38 0.03 0.56 0.09 0.999
Scl-0234 3R 3287.552 98.7 6.8 0.32 0.03 0.5 0.09 0.998
Scl-0235 3R 3287.552 113.3 9.3 0.3 0.04 0.33 0.09 1.0
Scl-0236 3R 3287.552 106.6 6.1 0.25 0.02 0.34 0.08 1.0
Scl-0237 3R 3287.552 98.5 4.4 0.22 0.04 0.44 0.09 0.999
Scl-0238 3R 3287.552 115.3 5.8 0.37 0.04 0.36 0.1 1.0
Scl-0239 3R 3287.552 26.6 5.5 0.22 0.08 0.62 0.11 0.0
Scl-0240 3R 3287.552 100.6 11.1 0.3 0.05 0.29 0.12 1.0
Scl-0241 3R 3287.552 109.8 8.1 0.25 0.06 0.37 0.12 1.0
Scl-0242 3R 3287.552 112.9 3.2 0.34 0.03 0.58 0.09 0.999
Scl-0243 3R 3287.552 114.6 7.1 0.4 0.04 0.29 0.12 1.0
Scl-0244 3R 3287.552 105.2 7.7 0.5 0.04 0.4 0.11 1.0
Scl-0245 3R 3287.552 109.2 1.6 0.39 0.03 0.52 0.09 1.0
Scl-0246 3R 3287.552 118.7 1.3 0.39 0.02 0.48 0.08 1.0
Scl-0247 3R 3287.552 94.6 1.4 0.42 0.02 0.4 0.08 0.999
Scl-0248 3R 3287.552 113.1 2.8 0.34 0.02 0.45 0.08 1.0
Scl-0249 3R 3287.552 108.3 9.4 0.31 0.04 0.33 0.1 1.0
Scl-0250 3R 3287.552 112.0 7.9 0.42 0.04 0.42 0.1 1.0
Scl-0251 3R 3287.552 119.9 10.2 0.32 0.03 0.38 0.09 1.0
Scl-0252 3R 3287.552 110.4 9.8 0.33 0.06 0.57 0.12 0.999
Scl-0253 3R 3287.552 107.4 5.1 0.42 0.05 0.53 0.11 0.999
Scl-0254 3R 3287.552 113.3 3.9 0.38 0.03 0.56 0.09 0.999
Scl-0255 3R 3287.552 103.5 7.7 0.42 0.04 0.29 0.11 1.0
Scl-0256 3R 3287.552 106.8 2.0 0.4 0.03 0.4 0.1 1.0
Scl-0257 3R 3287.552 117.5 6.6 0.39 0.03 0.36 0.09 1.0
Scl-0258 3R 3287.552 114.9 9.3 0.34 0.04 0.45 0.1 1.0
Scl-0259 3R 3287.552 100.6 1.4 0.41 0.02 0.48 0.08 0.999
Scl-0260 3R 3287.552 111.6 11.6 0.37 0.06 0.49 0.11 0.999
Scl-0261 3R 3287.552 98.4 5.0 0.37 0.04 0.33 0.1 1.0
Scl-0262 3R 3287.552 115.9 2.6 0.39 0.03 0.4 0.09 1.0
Scl-0263 3R 3287.552 117.8 4.5 0.36 0.02 0.21 0.08 1.0
Scl-0264 3R 3287.552 97.7 4.0 0.33 0.03 0.27 0.09 1.0
Scl-0265 3R 3287.552 121.9 1.6 0.36 0.02 0.52 0.08 1.0
Scl-0266 3R 3287.552 114.8 7.0 0.55 0.02 0.33 0.1 1.0
Scl-0266 4R 3288.571 121.8 1.7 0.42 0.02 0.38 0.08 ""
Scl-0267 3R 3287.552 108.0 5.2 0.34 0.03 0.48 0.09 1.0
